date,observed,trend,seasonal,residual
2023-07-01,15561.2,15550.2125,-12.036895978009529,23.02439597801062
2023-08-01,15509.7,15546.658333333333,-9.533684172453897,-27.424649160878225
2023-09-01,15412.6,15542.974999999999,-91.99006438078722,-38.384935619210964
2023-10-01,15556.4,15541.829166666665,41.73285228587991,-27.162018952544877
2023-11-01,15842.6,15541.379166666664,401.8023835358798,-100.58155020254333
2023-12-01,15954.3,15540.987499999997,565.4392324942133,-152.12673249421152
2024-01-01,15468.6,15540.016666666665,-61.68394458912065,-9.732722077543592
2024-02-01,15367.3,15537.845833333331,-238.6051685474535,68.05933521412175
2024-03-01,15366.8,15536.487499999997,-220.03941333912047,50.35191333912229
2024-04-01,15406.9,15535.508333333331,-232.68042896412027,104.07209563078851
2024-05-01,15487.1,15533.324999999999,-125.06519458912057,78.84019458912202
2024-06-01,15557.3,15532.037499999997,-17.3396737557871,42.60217375578965
2024-07-01,15540.0,15534.07083333333,-12.036895978009529,17.966062644679955
2024-08-01,15478.8,,-9.533684172453897,
2024-09-01,15410.9,,-91.99006438078722,
2024-10-01,15534.6,,41.73285228587991,
2024-11-01,15812.0,,401.8023835358798,
2024-12-01,15954.0,,565.4392324942133,
2025-01-01,15517.7,,-61.68394458912065,
